School,Conference,ProjectedPoints,NumberOfProspects,SchoolURL,SuggestedAuctionValue,LeagifyPosition,ProjectedPointsAboveAverage,ProjectedPointsAboveReplacement,AveragePointsForPosition,ReplacementValueAverageForPosition
Texas A&M,SEC,41,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas_a&amp;m.svg,,SEC,-34.090000000000003,23.5,75.090000000000003,17.5
Oklahoma,Big 12,40,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oklahoma.svg,,Big 12,-17.390000000000001,25,57.399999999999999,15
South Carolina,SEC,39,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/south_carolina.svg,,SEC,-36.090000000000003,21.5,75.090000000000003,17.5
Kansas State,Big 12,38,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/kansas_st.svg,,Big 12,-19.390000000000001,23,57.399999999999999,15
Utah,Pac 12,37,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/utah.svg,,Pac 12,-52.799999999999997,20.289999999999999,89.799999999999997,16.710000000000001
Arizona,Pac 12,37,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/arizona.svg,,Pac 12,-52.799999999999997,20.289999999999999,89.799999999999997,16.710000000000001
Kentucky,SEC,36,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/kentucky.svg,,SEC,-39.090000000000003,18.5,75.090000000000003,17.5
Miami (FL),ACC,35,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/miami.svg,,ACC,-34.200000000000003,20.34,69.200000000000003,14.66
Auburn,SEC,32,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/auburn.svg,,SEC,-43.090000000000003,14.5,75.090000000000003,17.5
Toledo,FBS - MAC,31,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/toledo.svg,,RandomSmallSchool,6.5999999999999996,27.350000000000001,24.399999999999999,3.6499999999999999
Louisville,ACC,30,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/louisville.svg,,ACC,-39.200000000000003,15.34,69.200000000000003,14.66
TCU,Big 12,29,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/tcu.svg,,Big 12,-28.399999999999999,14,57.399999999999999,15
NC State,ACC,29,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/nc_st.svg,,ACC,-40.200000000000003,14.34,69.200000000000003,14.66
Minnesota,Big Ten,28,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/minnesota.svg,,Big Ten,-27.600000000000001,24.25,55.600000000000001,3.75
Washington State,Pac 12,28,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/washington_st.svg,,Pac 12,-61.799999999999997,11.289999999999999,89.799999999999997,16.710000000000001
Tennessee,SEC,27,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/tennessee.svg,,SEC,-48.090000000000003,9.5,75.090000000000003,17.5
Mississippi State,SEC,26,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/mississippi_st.svg,,SEC,-49.090000000000003,8.5,75.090000000000003,17.5
BYU,FBS - Independent,26,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/byu.svg,,RandomSmallSchool,1.6000000000000001,22.350000000000001,24.399999999999999,3.6499999999999999
Florida,SEC,26,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/florida.svg,,SEC,-49.090000000000003,8.5,75.090000000000003,17.5
Kansas,Big 12,25,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/kansas.svg,,Big 12,-32.399999999999999,10,57.399999999999999,15
Arkansas,SEC,24,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/arkansas.svg,,SEC,-51.090000000000003,6.5,75.090000000000003,17.5
Texas Tech,Big 12,23,10,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas_tech.svg,,Big 12,-34.399999999999999,8,57.399999999999999,15
West Virginia,Big 12,23,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/west_virginia.svg,,Big 12,-34.399999999999999,8,57.399999999999999,15
South Dakota State,FCS,22,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/south_dakota_st.svg,,RandomSmallSchool,-2.3900000000000001,18.350000000000001,24.399999999999999,3.6499999999999999
Houston,FBS - AAC,22,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/houston.svg,,RandomSmallSchool,-2.3900000000000001,18.350000000000001,24.399999999999999,3.6499999999999999
UCF,FBS - AAC,21,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/ucf.svg,,RandomSmallSchool,-3.3900000000000001,17.350000000000001,24.399999999999999,3.6499999999999999
Wisconsin,Big Ten,21,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/wisconsin.svg,,Big Ten,-34.600000000000001,17.25,55.600000000000001,3.75
Maryland,Big Ten,21,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/maryland.svg,,Big Ten,-34.600000000000001,17.25,55.600000000000001,3.75
Pitt,ACC,21,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/pittsburgh.svg,,ACC,-48.200000000000003,6.3399999999999999,69.200000000000003,14.66
UConn,FBS - AAC,21,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/uconn.svg,,RandomSmallSchool,-3.3900000000000001,17.350000000000001,24.399999999999999,3.6499999999999999
Iowa State,Big 12,21,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/iowa_st.svg,,Big 12,-36.399999999999999,6,57.399999999999999,15
Western Michigan,FBS - MAC,21,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/western_michigan.svg,,RandomSmallSchool,-3.3900000000000001,17.350000000000001,24.399999999999999,3.6499999999999999
Tulane,FBS - AAC,19,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/tulane.svg,,RandomSmallSchool,-5.3899999999999997,15.35,24.399999999999999,3.6499999999999999
Colorado State,FBS - Mountain West,18,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/colorado_st.svg,,RandomSmallSchool,-6.3899999999999997,14.35,24.399999999999999,3.6499999999999999
Rutgers,Big Ten,17,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/rutgers.svg,,Big Ten,-38.600000000000001,13.25,55.600000000000001,3.75
Western Kentucky,FBS - CUSA,17,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/western_kentucky.svg,,RandomSmallSchool,-7.3899999999999997,13.35,24.399999999999999,3.6499999999999999
Ole Miss,SEC,16,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/mississippi.svg,,SEC,-59.090000000000003,-1.5,75.090000000000003,17.5
Boston College,ACC,16,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/boston_college.svg,,ACC,-53.200000000000003,1.3400000000000001,69.200000000000003,14.66
Troy,FBS - Sun Belt,15,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/troy.svg,,RandomSmallSchool,-9.3900000000000006,11.35,24.399999999999999,3.6499999999999999
Wake Forest,ACC,15,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/wake_forest.svg,,ACC,-54.200000000000003,0.33000000000000002,69.200000000000003,14.66
Virginia,ACC,13,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/virginia.svg,,ACC,-56.200000000000003,-1.6599999999999999,69.200000000000003,14.66
Yale,FCS,11,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/yale.svg,,RandomSmallSchool,-13.390000000000001,7.3499999999999996,24.399999999999999,3.6499999999999999
Purdue,Big Ten,10,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/purdue.svg,,Big Ten,-45.600000000000001,6.25,55.600000000000001,3.75
Temple,FBS - AAC,9,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/temple.svg,,RandomSmallSchool,-15.390000000000001,5.3499999999999996,24.399999999999999,3.6499999999999999
UTEP,FBS - CUSA,8,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/utep.svg,,RandomSmallSchool,-16.390000000000001,4.3399999999999999,24.399999999999999,3.6499999999999999
Marshall,FBS - CUSA,8,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/marshall.svg,,RandomSmallSchool,-16.390000000000001,4.3399999999999999,24.399999999999999,3.6499999999999999
Memphis,FBS - AAC,7,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/memphis.svg,,RandomSmallSchool,-17.390000000000001,3.3500000000000001,24.399999999999999,3.6499999999999999
Wyoming,FBS - Mountain West,7,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/wyoming.svg,,RandomSmallSchool,-17.390000000000001,3.3500000000000001,24.399999999999999,3.6499999999999999
Baylor,Big 12,7,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/baylor.svg,,Big 12,-50.399999999999999,-8,57.399999999999999,15
Holy Cross,FCS,7,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/holy_cross.svg,,RandomSmallSchool,-17.390000000000001,3.3500000000000001,24.399999999999999,3.6499999999999999
Rice,FBS - CUSA,7,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/rice.svg,,RandomSmallSchool,-17.390000000000001,3.3500000000000001,24.399999999999999,3.6499999999999999
Houston Baptist,FCS,7,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/houston_baptist.svg,,RandomSmallSchool,-17.390000000000001,3.3500000000000001,24.399999999999999,3.6499999999999999
Air Force,FBS - Mountain West,6,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/air_force.svg,,RandomSmallSchool,-18.390000000000001,2.3500000000000001,24.399999999999999,3.6499999999999999
New Hampshire,FCS,6,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/new_hampshire.svg,,RandomSmallSchool,-18.390000000000001,2.3500000000000001,24.399999999999999,3.6499999999999999
Northern Iowa,FCS,6,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/northern_iowa.svg,,RandomSmallSchool,-18.390000000000001,2.3500000000000001,24.399999999999999,3.6499999999999999
Nebraska,Big Ten,5,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/nebraska.svg,,Big Ten,-50.600000000000001,1.25,55.600000000000001,3.75
UTSA,FBS - CUSA,5,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/utsa.svg,,RandomSmallSchool,-19.390000000000001,1.3500000000000001,24.399999999999999,3.6499999999999999
Michigan State,Big Ten,5,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/michigan_st.svg,,Big Ten,-50.600000000000001,1.25,55.600000000000001,3.75
Stanford,Pac 12,5,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/stanford.svg,,Pac 12,-84.799999999999997,-11.710000000000001,89.799999999999997,16.710000000000001
South Dakota,FCS,5,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/south_dakota.svg,,RandomSmallSchool,-19.390000000000001,1.3500000000000001,24.399999999999999,3.6499999999999999
Southeast Missouri State,FCS,5,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/southeast_missouri_st.svg,,RandomSmallSchool,-19.390000000000001,1.3500000000000001,24.399999999999999,3.6499999999999999
Louisiana-Lafayette,FBS - Sun Belt,5,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/louisiana_lafayette.svg,,RandomSmallSchool,-19.390000000000001,1.3500000000000001,24.399999999999999,3.6499999999999999
Toronto,D3,5,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/toronto_argonauts.svg,,RandomSmallSchool,-19.390000000000001,1.3500000000000001,24.399999999999999,3.6499999999999999
Virginia State,D2,5,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/virginia_st.png,,RandomSmallSchool,-19.390000000000001,1.3500000000000001,24.399999999999999,3.6499999999999999
James Madison,FCS,4,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/james_madison.svg,,RandomSmallSchool,-20.390000000000001,0.34999999999999998,24.399999999999999,3.6499999999999999
SMU,FBS - AAC,4,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/smu.svg,,RandomSmallSchool,-20.390000000000001,0.34999999999999998,24.399999999999999,3.6499999999999999
Akron,FBS - MAC,4,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/akron.svg,,RandomSmallSchool,-20.390000000000001,0.34999999999999998,24.399999999999999,3.6499999999999999
Cincinnati,FBS - AAC,4,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/cincinnati.svg,,RandomSmallSchool,-20.390000000000001,0.34999999999999998,24.399999999999999,3.6499999999999999
Fresno State,FBS - Mountain West,4,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/fresno_st.svg,,RandomSmallSchool,-20.390000000000001,0.34999999999999998,24.399999999999999,3.6499999999999999
Colorado,Pac 12,4,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/colorado.svg,,Pac 12,-85.799999999999997,-12.710000000000001,89.799999999999997,16.710000000000001
Vanderbilt,SEC,4,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/vanderbilt.svg,,SEC,-71.090000000000003,-13.5,75.090000000000003,17.5
California,Pac 12,4,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/california.svg,,Pac 12,-85.799999999999997,-12.710000000000001,89.799999999999997,16.710000000000001
Indiana,Big Ten,3,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/indiana.svg,,Big Ten,-52.600000000000001,-0.75,55.600000000000001,3.75
Georgia Tech,ACC,3,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/georgia_tech.svg,,ACC,-66.200000000000003,-11.66,69.200000000000003,14.66
Massachusetts,FBS - MAC,3,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/umass.svg,,RandomSmallSchool,-21.399999999999999,-0.64000000000000001,24.399999999999999,3.6499999999999999
Syracuse,ACC,3,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/syracuse.svg,,ACC,-66.200000000000003,-11.66,69.200000000000003,14.66
Florida Atlantic,FBS - CUSA,3,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/florida_atlantic.svg,,RandomSmallSchool,-21.399999999999999,-0.64000000000000001,24.399999999999999,3.6499999999999999
Southern Miss,FBS - CUSA,3,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/southern_miss.svg,,RandomSmallSchool,-21.399999999999999,-0.64000000000000001,24.399999999999999,3.6499999999999999
Georgia State,FBS - Sun Belt,3,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/georgia_st.svg,,RandomSmallSchool,-21.399999999999999,-0.64000000000000001,24.399999999999999,3.6499999999999999
Boise State,FBS - Mountain West,3,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/boise_st.svg,,RandomSmallSchool,-21.399999999999999,-0.64000000000000001,24.399999999999999,3.6499999999999999
Charlotte,FBS - CUSA,3,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/charlotte.svg,,RandomSmallSchool,-21.399999999999999,-0.64000000000000001,24.399999999999999,3.6499999999999999
Arizona State,Pac 12,2,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/arizona_st.svg,,Pac 12,-87.799999999999997,-14.710000000000001,89.799999999999997,16.710000000000001
South Alabama,FBS - Sun Belt,2,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/south_alabama.svg,,RandomSmallSchool,-22.399999999999999,-1.6499999999999999,24.399999999999999,3.6499999999999999
British Columbia,D3,2,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/british_columbia.svg,,RandomSmallSchool,-22.399999999999999,-1.6499999999999999,24.399999999999999,3.6499999999999999
South Florida,FBS - AAC,2,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/south_florida.svg,,RandomSmallSchool,-22.399999999999999,-1.6499999999999999,24.399999999999999,3.6499999999999999
Virginia Tech,ACC,2,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/virginia_tech.svg,,ACC,-67.200000000000003,-12.66,69.200000000000003,14.66
Bowling Green,FBS - MAC,2,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/bowling_green.svg,,RandomSmallSchool,-22.399999999999999,-1.6499999999999999,24.399999999999999,3.6499999999999999
Western Carolina,FCS,2,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/western_carolina.svg,,RandomSmallSchool,-22.399999999999999,-1.6499999999999999,24.399999999999999,3.6499999999999999
Ball State,FBS - MAC,2,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/ball_st.svg,,RandomSmallSchool,-22.399999999999999,-1.6499999999999999,24.399999999999999,3.6499999999999999
Northwestern,Big Ten,2,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/northwestern.svg,,Big Ten,-53.600000000000001,-1.75,55.600000000000001,3.75
Middle Tennessee State,FBS - CUSA,2,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/middle_tennessee_st.svg,,RandomSmallSchool,-22.399999999999999,-1.6499999999999999,24.399999999999999,3.6499999999999999
Florida A&M,FCS,2,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/florida_a&amp;m.svg,,RandomSmallSchool,-22.399999999999999,-1.6499999999999999,24.399999999999999,3.6499999999999999
Georgia Southern,FBS - Sun Belt,2,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/georgia_southern.svg,,RandomSmallSchool,-22.399999999999999,-1.6499999999999999,24.399999999999999,3.6499999999999999
Appalachian State,FBS - Sun Belt,2,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/appalachian_st.svg,,RandomSmallSchool,-22.399999999999999,-1.6499999999999999,24.399999999999999,3.6499999999999999
Texas State,FBS - Sun Belt,2,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas_st.svg,,RandomSmallSchool,-22.399999999999999,-1.6499999999999999,24.399999999999999,3.6499999999999999
Jackson State,FCS,2,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/jackson_st.svg,,RandomSmallSchool,-22.399999999999999,-1.6499999999999999,24.399999999999999,3.6499999999999999
Eastern Kentucky,FCS,2,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/eastern_kentucky.svg,,RandomSmallSchool,-22.399999999999999,-1.6499999999999999,24.399999999999999,3.6499999999999999
Monmouth,FCS,2,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/monmouth.svg,,RandomSmallSchool,-22.399999999999999,-1.6499999999999999,24.399999999999999,3.6499999999999999
Howard,FCS,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/howard.svg,,RandomSmallSchool,-23.399999999999999,-2.6499999999999999,24.399999999999999,3.6499999999999999
North Dakota State,FCS,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/north_dakota_st.svg,,RandomSmallSchool,-23.399999999999999,-2.6499999999999999,24.399999999999999,3.6499999999999999
Grambling State,FCS,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/grambling_st.svg,,RandomSmallSchool,-23.399999999999999,-2.6499999999999999,24.399999999999999,3.6499999999999999
Liberty,FCS,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/liberty.svg,,RandomSmallSchool,-23.399999999999999,-2.6499999999999999,24.399999999999999,3.6499999999999999
Cortland,D3,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/cortland.svg,,RandomSmallSchool,-23.399999999999999,-2.6499999999999999,24.399999999999999,3.6499999999999999
Texas A&M-Commerce,D2,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas_am_commerce.svg,,RandomSmallSchool,-23.399999999999999,-2.6499999999999999,24.399999999999999,3.6499999999999999
Buffalo,FBS - MAC,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/buffalo.svg,,RandomSmallSchool,-23.399999999999999,-2.6499999999999999,24.399999999999999,3.6499999999999999
Mercer,FCS,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/mercer.svg,,RandomSmallSchool,-23.399999999999999,-2.6499999999999999,24.399999999999999,3.6499999999999999
Campbell,FCS,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/campbell.svg,,RandomSmallSchool,-23.399999999999999,-2.6499999999999999,24.399999999999999,3.6499999999999999
UAB,FBS - CUSA,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/uab.svg,,RandomSmallSchool,-23.399999999999999,-2.6499999999999999,24.399999999999999,3.6499999999999999
Furman,FCS,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/furman.svg,,RandomSmallSchool,-23.399999999999999,-2.6499999999999999,24.399999999999999,3.6499999999999999
Southern Illinois,FCS,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/southern_illinois.svg,,RandomSmallSchool,-23.399999999999999,-2.6499999999999999,24.399999999999999,3.6499999999999999
Idaho,FBS - Sun Belt,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/idaho.svg,,RandomSmallSchool,-23.399999999999999,-2.6499999999999999,24.399999999999999,3.6499999999999999
Alabama State,FCS,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/alabama_st.svg,,RandomSmallSchool,-23.399999999999999,-2.6499999999999999,24.399999999999999,3.6499999999999999
UNLV,FBS - Mountain West,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/unlv.svg,,RandomSmallSchool,-23.399999999999999,-2.6499999999999999,24.399999999999999,3.6499999999999999
Louisiana Tech,FBS - CUSA,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/la_tech.svg,,RandomSmallSchool,-23.399999999999999,-2.6499999999999999,24.399999999999999,3.6499999999999999
Eastern Michigan,FBS - MAC,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/eastern_michigan.svg,,RandomSmallSchool,-23.399999999999999,-2.6499999999999999,24.399999999999999,3.6499999999999999
Rhode Island,FCS,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/rhode_island.svg,,RandomSmallSchool,-23.399999999999999,-2.6499999999999999,24.399999999999999,3.6499999999999999
Slippery Rock,D2,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/slippery_rock.svg,,RandomSmallSchool,-23.399999999999999,-2.6499999999999999,24.399999999999999,3.6499999999999999
Lackawanna,D3,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/lackawanna.png,,RandomSmallSchool,-23.399999999999999,-2.6499999999999999,24.399999999999999,3.6499999999999999
Utah State,FBS - Mountain West,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/utah_st.svg,,RandomSmallSchool,-23.399999999999999,-2.6499999999999999,24.399999999999999,3.6499999999999999
Tennessee State,FCS,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/tennessee_st.svg,,RandomSmallSchool,-23.399999999999999,-2.6499999999999999,24.399999999999999,3.6499999999999999
Oklahoma State,Big 12,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oklahoma_st.svg,,Big 12,-56.399999999999999,-14,57.399999999999999,15
Samford,FCS,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/samford.svg,,RandomSmallSchool,-23.399999999999999,-2.6499999999999999,24.399999999999999,3.6499999999999999
